BusinessName,Cuisine,DishName,DishRating,DishPrice
Restaurant_80,Mediterranean,Hummus & Pita,1.0,450
Restaurant_81,Mediterranean,Greek Salad,4.0,550
Restaurant_81,Mediterranean,Stuffed Vine Leaves,4.3,650
Restaurant_81,Mediterranean,Moussaka,4.8,1100
Restaurant_81,Mediterranean,Hummus & Pita,4.6,450
Restaurant_81,Mediterranean,Grilled Halloumi,4.9,800
Restaurant_81,Mediterranean,Falafel Wrap,5.0,550
Restaurant_81,Mediterranean,Baklava,4.5,350
Restaurant_82,Cafe,Cheese Toastie,2.6,380
Restaurant_82,Cafe,Scone,2.3,220
Restaurant_82,Cafe,Croissant,2.6,280
Restaurant_82,Cafe,Granola Bowl,2.5,550
Restaurant_82,Cafe,Eggs Benedict,2.6,750
Restaurant_82,Cafe,Cappuccino,2.3,350
Restaurant_83,Cafe,Blueberry Muffin,2.6,250
Restaurant_83,Cafe,Scone,2.0,220
Restaurant_83,Cafe,Eggs Benedict,1.8,750
Restaurant_83,Cafe,Granola Bowl,2.1,550
Restaurant_83,Cafe,Cappuccino,2.6,350
Restaurant_83,Cafe,Croissant,2.4,280
Restaurant_83,Cafe,Club Sandwich,1.0,700
Restaurant_84,Cafe,Croissant,2.4,280
Restaurant_84,Cafe,Cappuccino,1.9,350
Restaurant_84,Cafe,Avocado Toast,2.2,650
Restaurant_84,Cafe,Eggs Benedict,2.0,750
Restaurant_84,Cafe,Smoothie,2.7,400
Restaurant_84,Cafe,Granola Bowl,2.2,550
Restaurant_84,Cafe,Scone,2.2,220
Restaurant_85,British,Scotch Egg,3.5,380
Restaurant_85,British,Sticky Toffee Pudding,3.9,400
Restaurant_85,British,Fish & Chips,3.1,950
Restaurant_85,British,Beans on Toast,3.6,350
Restaurant_85,British,Full English Breakfast,2.9,850
Restaurant_85,British,Shepherd's Pie,3.3,1200
Restaurant_86,Cafe,Croissant,3.1,280
Restaurant_86,Cafe,Scone,3.6,220
Restaurant_86,Cafe,Cheese Toastie,3.5,380
Restaurant_86,Cafe,Blueberry Muffin,4.1,250
Restaurant_86,Cafe,Avocado Toast,3.9,650
Restaurant_86,Cafe,Granola Bowl,2.9,550
Restaurant_86,Cafe,Eggs Benedict,3.0,750
Restaurant_86,Cafe,Smoothie,3.5,400
Restaurant_87,South Asian,Lamb Biryani,1.0,1100
Restaurant_87,South Asian,Seekh Kebab,1.4,750
Restaurant_87,South Asian,Onion Bhaji,1.6,300
Restaurant_87,South Asian,Chicken Tikka Masala,1.9,950
Restaurant_87,South Asian,Gulab Jamun,1.3,200
Restaurant_87,South Asian,Samosa,1.4,120
Restaurant_87,South Asian,Dal Makhani,2.0,550
Restaurant_88,South Asian,Seekh Kebab,4.6,750
Restaurant_88,South Asian,Garlic Naan,4.1,80
Restaurant_88,South Asian,Onion Bhaji,4.2,300
Restaurant_88,South Asian,Gulab Jamun,4.4,200
Restaurant_88,South Asian,Dal Makhani,3.8,550
Restaurant_89,Fast Food,Beef Burger,4.2,650
Restaurant_89,Fast Food,Loaded Fries,3.8,550
Restaurant_89,Fast Food,Chicken Wrap,5.0,600
Restaurant_89,Fast Food,Hot Dog,4.4,400
Restaurant_89,Fast Food,Fried Chicken,4.3,700
Restaurant_89,Fast Food,BBQ Wings,4.5,750
Restaurant_90,Fast Food,Coleslaw,5.0,200
Restaurant_90,Fast Food,BBQ Wings,5.0,750
Restaurant_90,Fast Food,Fried Chicken,4.8,700
Restaurant_90,Fast Food,Chicken Wrap,4.6,600
Restaurant_90,Fast Food,Onion Rings,5.0,350
Restaurant_90,Fast Food,Fish Fillet,4.3,550
Restaurant_90,Fast Food,Milkshake,5.0,350
Restaurant_91,Cafe,Club Sandwich,3.2,700
Restaurant_91,Cafe,Scone,2.6,220
Restaurant_91,Cafe,Granola Bowl,3.3,550
Restaurant_91,Cafe,Blueberry Muffin,3.4,250
Restaurant_91,Cafe,Smoothie,2.8,400
Restaurant_91,Cafe,Eggs Benedict,2.8,750
Restaurant_91,Cafe,Avocado Toast,3.6,650
Restaurant_91,Cafe,Cappuccino,3.0,350
Restaurant_92,Italian,Pasta Carbonara,3.8,1000
Restaurant_92,Italian,Risotto,3.8,1200
Restaurant_92,Italian,Penne Arrabbiata,4.0,850
Restaurant_92,Italian,Bruschetta,4.4,450
Restaurant_92,Italian,Focaccia,3.7,350
Restaurant_92,Italian,Cannoli,4.6,400
Restaurant_92,Italian,Margherita Pizza,3.9,900
Restaurant_92,Italian,Lasagne,4.5,1100
Restaurant_93,South Asian,Chicken Tikka Masala,3.4,950
Restaurant_93,South Asian,Onion Bhaji,2.3,300
Restaurant_93,South Asian,Samosa,2.1,120
Restaurant_93,South Asian,Dal Makhani,1.8,550
Restaurant_93,South Asian,Garlic Naan,2.7,80
Restaurant_94,Italian,Lasagne,4.8,1100
Restaurant_94,Italian,Cannoli,5.0,400
Restaurant_94,Italian,Penne Arrabbiata,4.9,850
Restaurant_94,Italian,Risotto,5.0,1200
Restaurant_94,Italian,Tiramisu,4.3,600
Restaurant_95,Italian,Penne Arrabbiata,4.3,850
Restaurant_95,Italian,Risotto,4.6,1200
Restaurant_95,Italian,Tiramisu,5.0,600
Restaurant_95,Italian,Minestrone Soup,4.2,500
Restaurant_95,Italian,Cannoli,5.0,400
Restaurant_95,Italian,Margherita Pizza,4.0,900
Restaurant_96,British,Shepherd's Pie,3.2,1200
Restaurant_96,British,Fish & Chips,4.4,950
Restaurant_96,British,Full English Breakfast,3.8,850
Restaurant_96,British,Cornish Pasty,3.5,500
Restaurant_96,British,Victoria Sponge,3.3,450
Restaurant_96,British,Beans on Toast,3.3,350
Restaurant_96,British,Jacket Potato,4.2,420
Restaurant_96,British,Scotch Egg,3.5,380
Restaurant_97,Cafe,Club Sandwich,2.7,700
Restaurant_97,Cafe,Avocado Toast,3.5,650
Restaurant_97,Cafe,Eggs Benedict,3.0,750
Restaurant_97,Cafe,Croissant,3.6,280
Restaurant_97,Cafe,Cheese Toastie,3.4,380
Restaurant_97,Cafe,Cappuccino,3.0,350
Restaurant_98,Italian,Lasagne,2.3,1100
Restaurant_98,Italian,Minestrone Soup,1.7,500
Restaurant_98,Italian,Pasta Carbonara,2.7,1000
Restaurant_98,Italian,Focaccia,2.3,350
Restaurant_98,Italian,Risotto,1.8,1200
Restaurant_98,Italian,Tiramisu,2.3,600
Restaurant_98,Italian,Bruschetta,1.7,450
Restaurant_98,Italian,Cannoli,1.8,400
Restaurant_99,Fast Food,Hot Dog,2.4,400
Restaurant_99,Fast Food,Onion Rings,1.4,350
Restaurant_99,Fast Food,Beef Burger,2.6,650
Restaurant_99,Fast Food,Fish Fillet,2.1,550
Restaurant_99,Fast Food,Loaded Fries,2.6,550
Restaurant_100,South Asian,Onion Bhaji,4.1,300
Restaurant_100,South Asian,Seekh Kebab,4.3,750
Restaurant_100,South Asian,Palak Paneer,3.6,650
Restaurant_100,South Asian,Mango Lassi,4.3,250
Restaurant_100,South Asian,Gulab Jamun,3.9,200
Restaurant_100,South Asian,Lamb Biryani,3.3,1100
Restaurant_101,Cafe,Avocado Toast,4.8,650
Restaurant_101,Cafe,Eggs Benedict,4.6,750
Restaurant_101,Cafe,Club Sandwich,4.6,700
Restaurant_101,Cafe,Scone,4.8,220
Restaurant_101,Cafe,Smoothie,5.0,400
Restaurant_101,Cafe,Granola Bowl,5.0,550
Restaurant_101,Cafe,Blueberry Muffin,5.0,250
Restaurant_102,Fast Food,Loaded Fries,1.6,550
Restaurant_102,Fast Food,Onion Rings,1.4,350
Restaurant_102,Fast Food,Fish Fillet,2.1,550
Restaurant_102,Fast Food,Beef Burger,1.6,650
Restaurant_102,Fast Food,Chicken Wrap,1.1,600
Restaurant_102,Fast Food,Hot Dog,1.8,400
Restaurant_102,Fast Food,Coleslaw,1.6,200
Restaurant_103,Italian,Focaccia,2.1,350
Restaurant_103,Italian,Pasta Carbonara,1.8,1000
Restaurant_103,Italian,Lasagne,2.4,1100
Restaurant_103,Italian,Margherita Pizza,2.9,900
Restaurant_103,Italian,Bruschetta,1.9,450
Restaurant_103,Italian,Cannoli,2.5,400
Restaurant_103,Italian,Risotto,2.4,1200
Restaurant_104,Mexican,Elote,4.5,300
Restaurant_104,Mexican,Flan,3.5,300
Restaurant_104,Mexican,Beef Tacos,4.3,650
Restaurant_104,Mexican,Burrito Bowl,2.8,850
Restaurant_104,Mexican,Churros,3.3,350
Restaurant_104,Mexican,Pico de Gallo,4.1,250
Restaurant_105,British,Beans on Toast,3.8,350
Restaurant_105,British,Fish & Chips,5.0,950
Restaurant_105,British,Scotch Egg,4.0,380
Restaurant_105,British,Full English Breakfast,3.7,850
Restaurant_105,British,Cornish Pasty,2.8,500
Restaurant_105,British,Shepherd's Pie,3.8,1200
Restaurant_105,British,Jacket Potato,2.9,420
Restaurant_106,Chinese,Sweet & Sour Chicken,2.6,900
Restaurant_106,Chinese,Dim Sum,2.6,700
Restaurant_106,Chinese,Wonton Soup,1.8,600
Restaurant_106,Chinese,Spring Rolls,2.3,450
Restaurant_106,Chinese,Kung Pao Chicken,2.9,950
Restaurant_106,Chinese,Peking Duck,2.2,1800
Restaurant_106,Chinese,Bok Choy,3.0,400
Restaurant_106,Chinese,Chow Mein,2.5,800
Restaurant_107,Mexican,Chicken Quesadilla,3.4,750
Restaurant_107,Mexican,Churros,2.4,350
Restaurant_107,Mexican,Elote,3.4,300
Restaurant_107,Mexican,Nachos,3.3,700
Restaurant_107,Mexican,Enchiladas,3.4,900
Restaurant_107,Mexican,Flan,2.4,300
Restaurant_107,Mexican,Burrito Bowl,3.1,850
Restaurant_108,Italian,Tiramisu,3.6,600
Restaurant_108,Italian,Minestrone Soup,4.0,500
Restaurant_108,Italian,Lasagne,5.0,1100
Restaurant_108,Italian,Cannoli,3.8,400
Restaurant_108,Italian,Bruschetta,3.8,450
Restaurant_109,Chinese,Kung Pao Chicken,4.4,950
Restaurant_109,Chinese,Peking Duck,4.1,1800
Restaurant_109,Chinese,Chow Mein,4.4,800
Restaurant_109,Chinese,Bok Choy,3.8,400
Restaurant_109,Chinese,Dim Sum,5.0,700
Restaurant_109,Chinese,Wonton Soup,4.3,600
Restaurant_110,Italian,Minestrone Soup,1.0,500
Restaurant_110,Italian,Margherita Pizza,1.6,900
Restaurant_110,Italian,Focaccia,2.7,350
Restaurant_110,Italian,Bruschetta,2.3,450
Restaurant_110,Italian,Tiramisu,1.8,600
Restaurant_111,Mexican,Enchiladas,2.0,900
Restaurant_111,Mexican,Flan,2.8,300
Restaurant_111,Mexican,Pico de Gallo,3.3,250
Restaurant_111,Mexican,Churros,3.2,350
Restaurant_111,Mexican,Elote,2.7,300
Restaurant_112,British,Beef Wellington,4.6,1800
Restaurant_112,British,Beans on Toast,4.6,350
Restaurant_112,British,Victoria Sponge,3.9,450
Restaurant_112,British,Cornish Pasty,4.3,500
Restaurant_112,British,Scotch Egg,4.7,380
Restaurant_112,British,Shepherd's Pie,4.7,1200
Restaurant_112,British,Sticky Toffee Pudding,3.4,400
Restaurant_112,British,Jacket Potato,4.1,420
Restaurant_113,Chinese,Spring Rolls,1.9,450
Restaurant_113,Chinese,Sweet & Sour Chicken,2.6,900
Restaurant_113,Chinese,Wonton Soup,3.0,600
Restaurant_113,Chinese,Kung Pao Chicken,2.3,950
Restaurant_113,Chinese,Fried Dumplings,3.5,650
Restaurant_114,Fast Food,Hot Dog,1.1,400
Restaurant_114,Fast Food,Fried Chicken,1.2,700
Restaurant_114,Fast Food,Milkshake,1.5,350
Restaurant_114,Fast Food,BBQ Wings,1.0,750
Restaurant_114,Fast Food,Coleslaw,1.0,200
Restaurant_114,Fast Food,Onion Rings,1.0,350
Restaurant_114,Fast Food,Fish Fillet,1.2,550
Restaurant_115,Fast Food,Hot Dog,3.7,400
Restaurant_115,Fast Food,Fried Chicken,4.0,700
Restaurant_115,Fast Food,BBQ Wings,2.7,750
Restaurant_115,Fast Food,Beef Burger,3.7,650
Restaurant_115,Fast Food,Coleslaw,2.8,200
Restaurant_115,Fast Food,Chicken Wrap,4.7,600
Restaurant_116,Fast Food,BBQ Wings,3.9,750
Restaurant_116,Fast Food,Fish Fillet,4.4,550
Restaurant_116,Fast Food,Hot Dog,4.3,400
Restaurant_116,Fast Food,Chicken Wrap,3.6,600
Restaurant_116,Fast Food,Fried Chicken,3.6,700
Restaurant_116,Fast Food,Coleslaw,4.2,200
Restaurant_117,British,Fish & Chips,5.0,950
Restaurant_117,British,Cornish Pasty,5.0,500
Restaurant_117,British,Beef Wellington,4.5,1800
Restaurant_117,British,Victoria Sponge,5.0,450
Restaurant_117,British,Scotch Egg,4.3,380
Restaurant_117,British,Shepherd's Pie,4.2,1200
Restaurant_117,British,Beans on Toast,4.6,350
Restaurant_118,Fast Food,Fish Fillet,4.5,550
Restaurant_118,Fast Food,Onion Rings,5.0,350
Restaurant_118,Fast Food,Loaded Fries,4.7,550
Restaurant_118,Fast Food,Coleslaw,4.5,200
Restaurant_118,Fast Food,Chicken Wrap,4.7,600
Restaurant_118,Fast Food,Milkshake,4.2,350
Restaurant_119,South Asian,Dal Makhani,1.0,550
Restaurant_119,South Asian,Samosa,1.7,120
Restaurant_119,South Asian,Chicken Tikka Masala,1.0,950
Restaurant_119,South Asian,Onion Bhaji,2.1,300
Restaurant_119,South Asian,Gulab Jamun,1.0,200
Restaurant_120,British,Fish & Chips,2.4,950
Restaurant_120,British,Shepherd's Pie,3.1,1200
Restaurant_120,British,Full English Breakfast,2.7,850
Restaurant_120,British,Jacket Potato,3.3,420
Restaurant_120,British,Scotch Egg,2.6,380
Restaurant_120,British,Beans on Toast,3.0,350
Restaurant_120,British,Sticky Toffee Pudding,2.7,400
Restaurant_120,British,Cornish Pasty,3.7,500
Restaurant_121,Italian,Bruschetta,2.0,450
Restaurant_121,Italian,Tiramisu,3.0,600
Restaurant_121,Italian,Minestrone Soup,2.8,500
Restaurant_121,Italian,Risotto,2.2,1200
Restaurant_121,Italian,Margherita Pizza,2.3,900
Restaurant_121,Italian,Penne Arrabbiata,2.9,850
Restaurant_122,Cafe,Croissant,3.2,280
Restaurant_122,Cafe,Blueberry Muffin,2.5,250
Restaurant_122,Cafe,Club Sandwich,2.4,700
Restaurant_122,Cafe,Scone,3.4,220
Restaurant_122,Cafe,Granola Bowl,2.7,550
Restaurant_122,Cafe,Smoothie,3.0,400
Restaurant_122,Cafe,Cheese Toastie,1.5,380
Restaurant_123,South Asian,Mango Lassi,3.3,250
Restaurant_123,South Asian,Gulab Jamun,2.9,200
Restaurant_123,South Asian,Seekh Kebab,4.0,750
Restaurant_123,South Asian,Lamb Biryani,3.9,1100
Restaurant_123,South Asian,Samosa,3.6,120
Restaurant_123,South Asian,Chicken Tikka Masala,3.6,950
Restaurant_123,South Asian,Palak Paneer,3.2,650
Restaurant_123,South Asian,Dal Makhani,3.1,550
Restaurant_124,Chinese,Chow Mein,2.9,800
Restaurant_124,Chinese,Dim Sum,2.0,700
Restaurant_124,Chinese,Bok Choy,1.8,400
Restaurant_124,Chinese,Fried Dumplings,1.5,650
Restaurant_124,Chinese,Spring Rolls,2.5,450
Restaurant_124,Chinese,Wonton Soup,2.2,600
Restaurant_124,Chinese,Peking Duck,2.1,1800
Restaurant_124,Chinese,Egg Fried Rice,1.8,550
Restaurant_125,Italian,Minestrone Soup,3.0,500
Restaurant_125,Italian,Tiramisu,1.6,600
Restaurant_125,Italian,Cannoli,1.6,400
Restaurant_125,Italian,Penne Arrabbiata,2.7,850
Restaurant_125,Italian,Margherita Pizza,3.2,900
Restaurant_125,Italian,Risotto,2.7,1200
Restaurant_125,Italian,Pasta Carbonara,2.3,1000
Restaurant_125,Italian,Bruschetta,2.4,450
Restaurant_126,Chinese,Peking Duck,4.8,1800
Restaurant_126,Chinese,Kung Pao Chicken,4.3,950
Restaurant_126,Chinese,Bok Choy,4.0,400
Restaurant_126,Chinese,Spring Rolls,4.3,450
Restaurant_126,Chinese,Wonton Soup,3.4,600
Restaurant_126,Chinese,Egg Fried Rice,4.9,550
Restaurant_127,South Asian,Seekh Kebab,2.1,750
Restaurant_127,South Asian,Dal Makhani,2.4,550
Restaurant_127,South Asian,Samosa,1.9,120
Restaurant_127,South Asian,Gulab Jamun,2.5,200
Restaurant_127,South Asian,Garlic Naan,1.5,80
Restaurant_127,South Asian,Mango Lassi,2.5,250
Restaurant_127,South Asian,Chicken Tikka Masala,2.5,950
Restaurant_127,South Asian,Lamb Biryani,1.1,1100
Restaurant_128,Mexican,Beef Tacos,1.7,650
Restaurant_128,Mexican,Guacamole & Chips,1.4,500
Restaurant_128,Mexican,Burrito Bowl,2.0,850
Restaurant_128,Mexican,Enchiladas,1.9,900
Restaurant_128,Mexican,Chicken Quesadilla,2.4,750
Restaurant_129,Fast Food,Fish Fillet,3.9,550
Restaurant_129,Fast Food,Milkshake,3.5,350
Restaurant_129,Fast Food,Hot Dog,4.0,400
Restaurant_129,Fast Food,Fried Chicken,3.8,700
Restaurant_129,Fast Food,Beef Burger,4.7,650
Restaurant_129,Fast Food,Onion Rings,3.7,350
Restaurant_129,Fast Food,Loaded Fries,3.3,550
Restaurant_129,Fast Food,Chicken Wrap,4.0,600
Restaurant_130,Mediterranean,Grilled Halloumi,1.5,800
Restaurant_130,Mediterranean,Hummus & Pita,2.4,450
Restaurant_130,Mediterranean,Stuffed Vine Leaves,1.9,650
Restaurant_130,Mediterranean,Tabbouleh,2.2,400
Restaurant_130,Mediterranean,Moussaka,3.1,1100
Restaurant_130,Mediterranean,Tzatziki,2.0,350
Restaurant_130,Mediterranean,Greek Salad,2.5,550
Restaurant_130,Mediterranean,Falafel Wrap,2.0,550
Restaurant_131,Chinese,Spring Rolls,3.8,450
Restaurant_131,Chinese,Wonton Soup,5.0,600
Restaurant_131,Chinese,Bok Choy,3.7,400
Restaurant_131,Chinese,Peking Duck,5.0,1800
Restaurant_131,Chinese,Kung Pao Chicken,4.7,950
Restaurant_131,Chinese,Chow Mein,4.2,800
Restaurant_131,Chinese,Fried Dumplings,4.5,650
Restaurant_132,Chinese,Bok Choy,4.0,400
Restaurant_132,Chinese,Egg Fried Rice,3.6,550
Restaurant_132,Chinese,Peking Duck,4.2,1800
Restaurant_132,Chinese,Wonton Soup,3.0,600
Restaurant_132,Chinese,Spring Rolls,3.7,450
Restaurant_132,Chinese,Dim Sum,4.1,700
Restaurant_132,Chinese,Kung Pao Chicken,3.5,950
Restaurant_132,Chinese,Chow Mein,2.4,800
Restaurant_133,Mexican,Churros,2.2,350
Restaurant_133,Mexican,Pico de Gallo,1.8,250
Restaurant_133,Mexican,Beef Tacos,1.3,650
Restaurant_133,Mexican,Enchiladas,2.4,900
Restaurant_133,Mexican,Guacamole & Chips,1.0,500
Restaurant_133,Mexican,Flan,1.7,300
Restaurant_133,Mexican,Elote,1.6,300
Restaurant_134,Fast Food,Fried Chicken,1.5,700
Restaurant_134,Fast Food,BBQ Wings,1.2,750
Restaurant_134,Fast Food,Coleslaw,1.0,200
Restaurant_134,Fast Food,Onion Rings,1.0,350
Restaurant_134,Fast Food,Beef Burger,1.0,650
Restaurant_134,Fast Food,Fish Fillet,1.0,550
Restaurant_135,Mexican,Nachos,4.6,700
Restaurant_135,Mexican,Burrito Bowl,3.5,850
Restaurant_135,Mexican,Elote,4.1,300
Restaurant_135,Mexican,Guacamole & Chips,4.4,500
Restaurant_135,Mexican,Pico de Gallo,4.6,250
Restaurant_136,Mexican,Burrito Bowl,4.5,850
Restaurant_136,Mexican,Guacamole & Chips,4.9,500
Restaurant_136,Mexican,Pico de Gallo,4.0,250
Restaurant_136,Mexican,Elote,5.0,300
Restaurant_136,Mexican,Nachos,5.0,700
Restaurant_136,Mexican,Chicken Quesadilla,4.5,750
Restaurant_136,Mexican,Flan,3.6,300
Restaurant_137,Cafe,Cheese Toastie,3.8,380
Restaurant_137,Cafe,Croissant,4.4,280
Restaurant_137,Cafe,Eggs Benedict,4.9,750
Restaurant_137,Cafe,Granola Bowl,4.6,550
Restaurant_137,Cafe,Avocado Toast,4.9,650
Restaurant_137,Cafe,Smoothie,4.8,400
Restaurant_138,Fast Food,Beef Burger,3.4,650
Restaurant_138,Fast Food,Onion Rings,4.1,350
Restaurant_138,Fast Food,Fried Chicken,3.4,700
Restaurant_138,Fast Food,Loaded Fries,3.5,550
Restaurant_138,Fast Food,Milkshake,2.8,350
Restaurant_138,Fast Food,BBQ Wings,3.2,750
Restaurant_138,Fast Food,Hot Dog,3.9,400
Restaurant_139,Mexican,Enchiladas,2.3,900
Restaurant_139,Mexican,Burrito Bowl,2.5,850
Restaurant_139,Mexican,Elote,2.7,300
Restaurant_139,Mexican,Churros,2.2,350
Restaurant_139,Mexican,Nachos,1.7,700
Restaurant_139,Mexican,Guacamole & Chips,1.9,500
Restaurant_139,Mexican,Flan,1.9,300
Restaurant_140,South Asian,Garlic Naan,3.1,80
Restaurant_140,South Asian,Onion Bhaji,3.2,300
Restaurant_140,South Asian,Palak Paneer,2.0,650
Restaurant_140,South Asian,Dal Makhani,2.4,550
Restaurant_140,South Asian,Samosa,2.2,120
Restaurant_140,South Asian,Mango Lassi,2.2,250
Restaurant_141,Fast Food,Coleslaw,2.7,200
Restaurant_141,Fast Food,Fried Chicken,2.2,700
Restaurant_141,Fast Food,Fish Fillet,3.1,550
Restaurant_141,Fast Food,Onion Rings,1.6,350
Restaurant_141,Fast Food,BBQ Wings,3.0,750
Restaurant_141,Fast Food,Beef Burger,3.9,650
Restaurant_141,Fast Food,Loaded Fries,3.7,550
Restaurant_142,Fast Food,Coleslaw,1.8,200
Restaurant_142,Fast Food,Loaded Fries,2.3,550
Restaurant_142,Fast Food,Hot Dog,2.7,400
Restaurant_142,Fast Food,Fish Fillet,2.7,550
Restaurant_142,Fast Food,Beef Burger,3.0,650
Restaurant_142,Fast Food,Fried Chicken,2.3,700
Restaurant_142,Fast Food,Chicken Wrap,3.4,600
Restaurant_142,Fast Food,Milkshake,2.5,350
Restaurant_143,Fast Food,Onion Rings,4.9,350
Restaurant_143,Fast Food,Fried Chicken,5.0,700
Restaurant_143,Fast Food,Hot Dog,4.2,400
Restaurant_143,Fast Food,Milkshake,4.3,350
Restaurant_143,Fast Food,Coleslaw,3.9,200
Restaurant_144,Mexican,Elote,1.2,300
Restaurant_144,Mexican,Beef Tacos,2.1,650
Restaurant_144,Mexican,Nachos,1.2,700
Restaurant_144,Mexican,Pico de Gallo,2.1,250
Restaurant_144,Mexican,Burrito Bowl,1.8,850
Restaurant_144,Mexican,Guacamole & Chips,1.2,500
Restaurant_145,South Asian,Chicken Tikka Masala,5.0,950
Restaurant_145,South Asian,Mango Lassi,4.8,250
Restaurant_145,South Asian,Palak Paneer,4.8,650
Restaurant_145,South Asian,Dal Makhani,3.4,550
Restaurant_145,South Asian,Seekh Kebab,5.0,750
Restaurant_145,South Asian,Garlic Naan,4.1,80
Restaurant_145,South Asian,Onion Bhaji,5.0,300
Restaurant_145,South Asian,Gulab Jamun,4.3,200
Restaurant_146,Mediterranean,Tabbouleh,3.9,400
Restaurant_146,Mediterranean,Stuffed Vine Leaves,4.1,650
Restaurant_146,Mediterranean,Grilled Halloumi,3.1,800
Restaurant_146,Mediterranean,Moussaka,3.2,1100
Restaurant_146,Mediterranean,Baklava,2.9,350
Restaurant_146,Mediterranean,Greek Salad,2.9,550
Restaurant_147,British,Shepherd's Pie,1.0,1200
Restaurant_147,British,Beans on Toast,1.0,350
Restaurant_147,British,Cornish Pasty,1.2,500
Restaurant_147,British,Victoria Sponge,1.9,450
Restaurant_147,British,Fish & Chips,1.2,950
Restaurant_147,British,Full English Breakfast,1.8,850
Restaurant_148,British,Full English Breakfast,1.8,850
Restaurant_148,British,Fish & Chips,1.8,950
Restaurant_148,British,Cornish Pasty,1.0,500
Restaurant_148,British,Shepherd's Pie,1.0,1200
Restaurant_148,British,Beef Wellington,2.5,1800
Restaurant_148,British,Sticky Toffee Pudding,1.5,400
Restaurant_149,Mediterranean,Falafel Wrap,4.9,550
Restaurant_149,Mediterranean,Lamb Shawarma,4.8,900
Restaurant_149,Mediterranean,Stuffed Vine Leaves,4.2,650
Restaurant_149,Mediterranean,Hummus & Pita,4.9,450
Restaurant_149,Mediterranean,Tzatziki,4.4,350
Restaurant_149,Mediterranean,Greek Salad,4.6,550
Restaurant_149,Mediterranean,Baklava,5.0,350
Restaurant_150,Mexican,Elote,3.7,300
Restaurant_150,Mexican,Churros,3.6,350
Restaurant_150,Mexican,Burrito Bowl,3.7,850
Restaurant_150,Mexican,Guacamole & Chips,5.0,500
Restaurant_150,Mexican,Flan,3.1,300
Restaurant_150,Mexican,Chicken Quesadilla,3.8,750
Restaurant_151,Italian,Cannoli,5.0,400
Restaurant_151,Italian,Bruschetta,4.4,450
Restaurant_151,Italian,Pasta Carbonara,4.8,1000
Restaurant_151,Italian,Penne Arrabbiata,4.8,850
Restaurant_151,Italian,Margherita Pizza,4.8,900
Restaurant_151,Italian,Lasagne,5.0,1100
Restaurant_152,Cafe,Club Sandwich,1.4,700
Restaurant_152,Cafe,Blueberry Muffin,2.1,250
Restaurant_152,Cafe,Croissant,2.5,280
Restaurant_152,Cafe,Granola Bowl,2.1,550
Restaurant_152,Cafe,Smoothie,3.2,400
Restaurant_152,Cafe,Cheese Toastie,2.8,380
Restaurant_152,Cafe,Avocado Toast,2.4,650
Restaurant_152,Cafe,Eggs Benedict,2.3,750
Restaurant_153,South Asian,Garlic Naan,2.3,80
Restaurant_153,South Asian,Samosa,1.2,120
Restaurant_153,South Asian,Gulab Jamun,1.8,200
Restaurant_153,South Asian,Palak Paneer,1.4,650
Restaurant_153,South Asian,Seekh Kebab,2.1,750
Restaurant_154,Chinese,Fried Dumplings,4.9,650
Restaurant_154,Chinese,Bok Choy,4.2,400
Restaurant_154,Chinese,Peking Duck,3.7,1800
Restaurant_154,Chinese,Dim Sum,4.9,700
Restaurant_154,Chinese,Spring Rolls,4.6,450
Restaurant_154,Chinese,Chow Mein,4.2,800
Restaurant_155,Fast Food,Fish Fillet,4.7,550
Restaurant_155,Fast Food,Hot Dog,5.0,400
Restaurant_155,Fast Food,Onion Rings,5.0,350
Restaurant_155,Fast Food,Milkshake,5.0,350
Restaurant_155,Fast Food,BBQ Wings,5.0,750
Restaurant_155,Fast Food,Loaded Fries,4.5,550
Restaurant_155,Fast Food,Chicken Wrap,5.0,600
Restaurant_156,Cafe,Club Sandwich,3.2,700
Restaurant_156,Cafe,Smoothie,3.0,400
Restaurant_156,Cafe,Cappuccino,3.7,350
Restaurant_156,Cafe,Scone,4.0,220
Restaurant_156,Cafe,Eggs Benedict,4.4,750
Restaurant_156,Cafe,Avocado Toast,3.1,650
Restaurant_156,Cafe,Blueberry Muffin,3.6,250
Restaurant_156,Cafe,Croissant,4.7,280
Restaurant_157,Mexican,Chicken Quesadilla,3.0,750
Restaurant_157,Mexican,Flan,3.6,300
Restaurant_157,Mexican,Enchiladas,3.6,900
Restaurant_157,Mexican,Pico de Gallo,3.4,250
Restaurant_157,Mexican,Burrito Bowl,3.1,850
Restaurant_157,Mexican,Guacamole & Chips,4.0,500
Restaurant_157,Mexican,Elote,3.1,300
Restaurant_158,Mexican,Nachos,1.5,700
Restaurant_158,Mexican,Burrito Bowl,1.6,850
Restaurant_158,Mexican,Flan,1.0,300
Restaurant_158,Mexican,Beef Tacos,1.0,650
Restaurant_158,Mexican,Chicken Quesadilla,2.0,750
Restaurant_159,Italian,Bruschetta,5.0,450
Restaurant_159,Italian,Tiramisu,5.0,600
Restaurant_159,Italian,Margherita Pizza,4.7,900
Restaurant_159,Italian,Minestrone Soup,4.4,500
Restaurant_159,Italian,Pasta Carbonara,4.1,1000
Restaurant_159,Italian,Lasagne,4.7,1100
Restaurant_159,Italian,Focaccia,4.3,350
