BusinessName,BusinessType,RatingValue,InspectionDate,Address,PostCode,Province,user_rating,Hygiene_Score
Restaurant_245,Restaurant/Cafe/Shop,Pass,2025-08-26,Address_245,60000,Punjab,3.3,78.69999999999999
Restaurant_246,Restaurant/Cafe/Shop,Pass,2025-05-24,Address_246,46000,Punjab,4.6,90.4
Restaurant_247,Restaurant/Cafe/Shop,Pass,2024-05-29,Address_247,40100,Punjab,2.5,71.5
Restaurant_248,Restaurant/Cafe/Shop,Pass,2025-07-30,Address_248,40100,Punjab,3.4,79.6
Restaurant_249,Restaurant/Cafe/Shop,Pass,2025-10-31,Address_249,60000,Punjab,4.1,85.9
Restaurant_250,Restaurant/Cafe/Shop,Pass,2024-05-07,Address_250,60000,Punjab,4.8,92.2
Restaurant_251,Restaurant/Cafe/Shop,Pass,2025-08-12,Address_251,60000,Punjab,4.2,86.80000000000001
Restaurant_252,Restaurant/Cafe/Shop,Pass,2024-10-17,Address_252,55150,Punjab,1.6,63.4
Restaurant_253,Restaurant/Cafe/Shop,Pass,2025-10-19,Address_253,55150,Punjab,2.7,73.3
Restaurant_254,Restaurant/Cafe/Shop,Pass,2024-09-17,Address_254,60000,Punjab,1.6,63.4
Restaurant_255,Restaurant/Cafe/Shop,Pass,2025-09-05,Address_255,60000,Punjab,1.0,58.0
Restaurant_256,Restaurant/Cafe/Shop,Awaiting Inspection,2025-01-22,Address_256,38000,Punjab,2.6,54.900000000000006
Restaurant_257,Restaurant/Cafe/Shop,Pass,2025-12-22,Address_257,40100,Punjab,3.5,80.5
Restaurant_258,Restaurant/Cafe/Shop,Improvement Required,2025-12-17,Address_258,46000,Punjab,3.7,68.30000000000001
Restaurant_259,Restaurant/Cafe/Shop,Improvement Required,2024-10-05,Address_259,38000,Punjab,2.8,60.199999999999996
Restaurant_260,Restaurant/Cafe/Shop,Pass,2024-04-24,Address_260,55150,Punjab,5.0,94.0
Restaurant_261,Restaurant/Cafe/Shop,Pass,2025-08-25,Address_261,46000,Punjab,1.4,61.599999999999994
Restaurant_262,Restaurant/Cafe/Shop,Improvement Required,2024-06-08,Address_262,40100,Punjab,4.1,71.9
Restaurant_263,Restaurant/Cafe/Shop,Pass,2025-11-23,Address_263,55150,Punjab,1.9,66.1
Restaurant_264,Restaurant/Cafe/Shop,Pass,2024-07-17,Address_264,38000,Punjab,1.4,61.599999999999994
Restaurant_265,Restaurant/Cafe/Shop,Pass,2025-11-14,Address_265,38000,Punjab,2.8,74.19999999999999
Restaurant_266,Restaurant/Cafe/Shop,Pass,2024-12-20,Address_266,55150,Punjab,1.2,59.8
Restaurant_267,Restaurant/Cafe/Shop,Pass,2025-12-16,Address_267,60000,Punjab,1.9,66.1
Restaurant_268,Restaurant/Cafe/Shop,Pass,2024-12-24,Address_268,38000,Punjab,3.6,81.4
Restaurant_269,Restaurant/Cafe/Shop,Pass,2025-11-04,Address_269,54000,Punjab,1.6,63.4
Restaurant_270,Restaurant/Cafe/Shop,Pass,2025-07-02,Address_270,55150,Punjab,2.3,69.7
Restaurant_271,Restaurant/Cafe/Shop,Awaiting Inspection,2025-08-06,Address_271,60000,Punjab,1.1,41.400000000000006
Restaurant_272,Restaurant/Cafe/Shop,Pass,2025-10-15,Address_272,40100,Punjab,3.1,76.9
Restaurant_273,Restaurant/Cafe/Shop,Improvement Required,2024-11-15,Address_273,60000,Punjab,3.6,67.4
Restaurant_274,Restaurant/Cafe/Shop,Pass,2025-12-01,Address_274,38000,Punjab,2.3,69.7
Restaurant_275,Restaurant/Cafe/Shop,Improvement Required,2024-10-19,Address_275,55150,Punjab,3.1,62.900000000000006
Restaurant_276,Restaurant/Cafe/Shop,Improvement Required,2025-08-11,Address_276,54000,Punjab,2.5,57.5
Restaurant_277,Restaurant/Cafe/Shop,Pass,2024-11-17,Address_277,46000,Punjab,2.2,68.80000000000001
Restaurant_278,Restaurant/Cafe/Shop,Pass,2024-11-21,Address_278,46000,Punjab,3.0,76.0
Restaurant_279,Restaurant/Cafe/Shop,Pass,2025-07-10,Address_279,55150,Punjab,3.8,83.2
Restaurant_280,Restaurant/Cafe/Shop,Pass,2025-02-05,Address_280,40100,Punjab,4.1,85.9
Restaurant_281,Restaurant/Cafe/Shop,Awaiting Inspection,2025-12-11,Address_281,40100,Punjab,2.3,52.2
Restaurant_282,Restaurant/Cafe/Shop,Pass,2025-01-14,Address_282,54000,Punjab,3.3,78.69999999999999
Restaurant_283,Restaurant/Cafe/Shop,Pass,2024-11-13,Address_283,55150,Punjab,3.2,77.8
Restaurant_284,Restaurant/Cafe/Shop,Pass,2024-01-30,Address_284,38000,Punjab,4.0,85.0
Restaurant_285,Restaurant/Cafe/Shop,Pass,2024-09-27,Address_285,40100,Punjab,2.4,70.6
Restaurant_286,Restaurant/Cafe/Shop,Pass,2025-03-29,Address_286,38000,Punjab,4.4,88.60000000000001
Restaurant_287,Restaurant/Cafe/Shop,Pass,2025-05-28,Address_287,60000,Punjab,4.0,85.0
Restaurant_288,Restaurant/Cafe/Shop,Pass,2024-12-20,Address_288,46000,Punjab,4.4,88.60000000000001
Restaurant_289,Restaurant/Cafe/Shop,Awaiting Inspection,2024-12-02,Address_289,40100,Punjab,1.8,47.7
Restaurant_290,Restaurant/Cafe/Shop,Pass,2025-12-22,Address_290,55150,Punjab,4.1,85.9
Restaurant_291,Restaurant/Cafe/Shop,Awaiting Inspection,2025-05-28,Address_291,60000,Punjab,1.5,45.0
Restaurant_292,Restaurant/Cafe/Shop,Pass,2025-07-23,Address_292,54000,Punjab,1.8,65.2
Restaurant_293,Restaurant/Cafe/Shop,Improvement Required,2025-09-25,Address_293,40100,Punjab,3.2,63.8
Restaurant_294,Restaurant/Cafe/Shop,Pass,2024-10-18,Address_294,54000,Punjab,1.4,61.599999999999994
Restaurant_295,Restaurant/Cafe/Shop,Pass,2025-08-06,Address_295,55150,Punjab,3.2,77.8
Restaurant_296,Restaurant/Cafe/Shop,Pass,2024-03-16,Address_296,38000,Punjab,4.8,92.2
Restaurant_297,Restaurant/Cafe/Shop,Pass,2025-07-21,Address_297,54000,Punjab,2.8,74.19999999999999
Restaurant_298,Restaurant/Cafe/Shop,Improvement Required,2025-06-27,Address_298,55150,Punjab,1.9,52.1
Restaurant_299,Restaurant/Cafe/Shop,Pass,2024-12-24,Address_299,38000,Punjab,2.1,67.9
Restaurant_300,Restaurant/Cafe/Shop,Pass,2025-12-04,Address_300,60000,Punjab,2.9,75.1
Restaurant_301,Restaurant/Cafe/Shop,Awaiting Inspection,2025-12-01,Address_301,60000,Punjab,1.6,45.9
Restaurant_302,Restaurant/Cafe/Shop,Awaiting Inspection,2025-08-24,Address_302,40100,Punjab,1.0,40.5
Restaurant_303,Restaurant/Cafe/Shop,Pass,2024-09-26,Address_303,46000,Punjab,2.2,68.80000000000001
Restaurant_304,Restaurant/Cafe/Shop,Improvement Required,2024-12-20,Address_304,40100,Punjab,3.9,70.1
Restaurant_305,Restaurant/Cafe/Shop,Pass,2025-05-25,Address_305,40100,Punjab,3.2,77.8
Restaurant_306,Restaurant/Cafe/Shop,Pass,2024-08-24,Address_306,38000,Punjab,1.1,58.900000000000006
Restaurant_307,Restaurant/Cafe/Shop,Pass,2024-04-14,Address_307,55150,Punjab,3.6,81.4
Restaurant_308,Restaurant/Cafe/Shop,Pass,2024-04-03,Address_308,55150,Punjab,2.3,69.7
Restaurant_309,Restaurant/Cafe/Shop,Pass,2024-10-28,Address_309,46000,Punjab,2.0,67.0
Restaurant_310,Restaurant/Cafe/Shop,Pass,2025-03-18,Address_310,40100,Punjab,1.2,59.8
Restaurant_311,Restaurant/Cafe/Shop,Pass,2025-03-15,Address_311,40100,Punjab,2.3,69.7
Restaurant_312,Restaurant/Cafe/Shop,Awaiting Inspection,2024-04-23,Address_312,38000,Punjab,1.6,45.9
Restaurant_313,Restaurant/Cafe/Shop,Pass,2025-01-27,Address_313,55150,Punjab,4.8,92.2
Restaurant_314,Restaurant/Cafe/Shop,Pass,2025-06-01,Address_314,38000,Punjab,2.6,72.4
Restaurant_315,Restaurant/Cafe/Shop,Pass,2025-06-13,Address_315,38000,Punjab,3.5,80.5
Restaurant_316,Restaurant/Cafe/Shop,Pass,2024-04-27,Address_316,55150,Punjab,2.5,71.5
Restaurant_317,Restaurant/Cafe/Shop,Pass,2024-05-21,Address_317,54000,Punjab,1.3,60.7
Restaurant_318,Restaurant/Cafe/Shop,Pass,2024-01-13,Address_318,55150,Punjab,3.6,81.4
Restaurant_319,Restaurant/Cafe/Shop,Pass,2024-10-17,Address_319,54000,Punjab,3.9,84.1
Restaurant_320,Restaurant/Cafe/Shop,Pass,2025-01-15,Address_320,40100,Punjab,4.1,85.9
Restaurant_321,Restaurant/Cafe/Shop,Pass,2025-04-02,Address_321,40100,Punjab,2.8,74.19999999999999
Restaurant_322,Restaurant/Cafe/Shop,Pass,2025-08-02,Address_322,46000,Punjab,3.3,78.69999999999999
Restaurant_323,Restaurant/Cafe/Shop,Improvement Required,2024-12-02,Address_323,55150,Punjab,4.8,78.2
Restaurant_324,Restaurant/Cafe/Shop,Pass,2025-11-03,Address_324,40100,Punjab,2.5,71.5
Restaurant_325,Restaurant/Cafe/Shop,Improvement Required,2025-01-18,Address_325,60000,Punjab,2.6,58.400000000000006
Restaurant_326,Restaurant/Cafe/Shop,Pass,2025-04-18,Address_326,46000,Punjab,1.2,59.8
Restaurant_327,Restaurant/Cafe/Shop,Awaiting Inspection,2025-04-21,Address_327,40100,Punjab,3.6,63.9
Restaurant_328,Restaurant/Cafe/Shop,Pass,2024-05-02,Address_328,38000,Punjab,2.0,67.0
Restaurant_329,Restaurant/Cafe/Shop,Improvement Required,2024-12-25,Address_329,60000,Punjab,1.2,45.8
Restaurant_330,Restaurant/Cafe/Shop,Pass,2024-02-07,Address_330,40100,Punjab,1.1,58.900000000000006
Restaurant_331,Restaurant/Cafe/Shop,Improvement Required,2025-08-09,Address_331,46000,Punjab,3.8,69.2
Restaurant_332,Restaurant/Cafe/Shop,Pass,2025-03-27,Address_332,60000,Punjab,2.0,67.0
Restaurant_333,Restaurant/Cafe/Shop,Pass,2025-04-18,Address_333,55150,Punjab,3.2,77.8
Restaurant_334,Restaurant/Cafe/Shop,Pass,2024-05-20,Address_334,46000,Punjab,3.2,77.8
Restaurant_335,Restaurant/Cafe/Shop,Improvement Required,2025-09-09,Address_335,46000,Punjab,4.6,76.4
Restaurant_336,Restaurant/Cafe/Shop,Pass,2025-02-21,Address_336,40100,Punjab,4.5,89.5
Restaurant_337,Restaurant/Cafe/Shop,Pass,2024-02-27,Address_337,55150,Punjab,2.8,74.19999999999999
Restaurant_338,Restaurant/Cafe/Shop,Pass,2024-04-05,Address_338,60000,Punjab,1.7,64.3
Restaurant_339,Restaurant/Cafe/Shop,Improvement Required,2024-06-15,Address_339,46000,Punjab,4.4,74.60000000000001
Restaurant_340,Restaurant/Cafe/Shop,Pass,2025-11-07,Address_340,38000,Punjab,1.1,58.900000000000006
Restaurant_341,Restaurant/Cafe/Shop,Pass,2025-12-03,Address_341,46000,Punjab,2.1,67.9
Restaurant_342,Restaurant/Cafe/Shop,Awaiting Inspection,2025-12-06,Address_342,55150,Punjab,1.6,45.9
Restaurant_343,Restaurant/Cafe/Shop,Pass,2025-03-09,Address_343,40100,Punjab,3.9,84.1
Restaurant_344,Restaurant/Cafe/Shop,Pass,2025-05-05,Address_344,54000,Punjab,2.8,74.19999999999999
Restaurant_345,Restaurant/Cafe/Shop,Pass,2024-09-28,Address_345,55150,Punjab,2.4,70.6
Restaurant_346,Restaurant/Cafe/Shop,Pass,2024-02-20,Address_346,46000,Punjab,4.3,87.7
Restaurant_347,Restaurant/Cafe/Shop,Pass,2025-02-17,Address_347,38000,Punjab,4.5,89.5
Restaurant_348,Restaurant/Cafe/Shop,Improvement Required,2024-09-01,Address_348,38000,Punjab,1.3,46.7
Restaurant_349,Restaurant/Cafe/Shop,Improvement Required,2025-08-18,Address_349,38000,Punjab,3.6,67.4
Restaurant_350,Restaurant/Cafe/Shop,Pass,2025-05-13,Address_350,46000,Punjab,3.3,78.69999999999999
Restaurant_351,Restaurant/Cafe/Shop,Awaiting Inspection,2024-01-11,Address_351,54000,Punjab,2.8,56.699999999999996
Restaurant_352,Restaurant/Cafe/Shop,Pass,2025-07-18,Address_352,54000,Punjab,2.1,67.9
Restaurant_353,Restaurant/Cafe/Shop,Pass,2024-01-26,Address_353,38000,Punjab,3.1,76.9
Restaurant_354,Restaurant/Cafe/Shop,Pass,2024-01-13,Address_354,54000,Punjab,1.6,63.4
Restaurant_355,Restaurant/Cafe/Shop,Pass,2025-02-26,Address_355,55150,Punjab,5.0,94.0
Restaurant_356,Restaurant/Cafe/Shop,Pass,2024-06-07,Address_356,46000,Punjab,4.5,89.5
Restaurant_357,Restaurant/Cafe/Shop,Pass,2024-04-15,Address_357,46000,Punjab,2.0,67.0
Restaurant_358,Restaurant/Cafe/Shop,Improvement Required,2025-09-21,Address_358,46000,Punjab,2.4,56.6
Restaurant_359,Restaurant/Cafe/Shop,Pass,2025-06-28,Address_359,54000,Punjab,4.6,90.4
Restaurant_360,Restaurant/Cafe/Shop,Pass,2025-01-21,Address_360,46000,Punjab,4.8,92.2
Restaurant_361,Restaurant/Cafe/Shop,Pass,2024-09-25,Address_361,46000,Punjab,3.0,76.0
Restaurant_362,Restaurant/Cafe/Shop,Pass,2025-12-23,Address_362,46000,Punjab,3.2,77.8
Restaurant_363,Restaurant/Cafe/Shop,Pass,2025-10-01,Address_363,60000,Punjab,4.8,92.2
Restaurant_364,Restaurant/Cafe/Shop,Pass,2025-04-19,Address_364,60000,Punjab,2.8,74.19999999999999
Restaurant_365,Restaurant/Cafe/Shop,Pass,2024-11-28,Address_365,40100,Punjab,1.8,65.2
Restaurant_366,Restaurant/Cafe/Shop,Improvement Required,2025-01-17,Address_366,54000,Punjab,1.3,46.7
Restaurant_367,Restaurant/Cafe/Shop,Improvement Required,2025-02-24,Address_367,60000,Punjab,4.9,79.10000000000001
Restaurant_368,Restaurant/Cafe/Shop,Pass,2025-01-06,Address_368,55150,Punjab,4.0,85.0
Restaurant_369,Restaurant/Cafe/Shop,Pass,2024-02-23,Address_369,60000,Punjab,1.8,65.2
Restaurant_370,Restaurant/Cafe/Shop,Pass,2025-02-23,Address_370,60000,Punjab,4.7,91.30000000000001
Restaurant_371,Restaurant/Cafe/Shop,Pass,2024-01-29,Address_371,55150,Punjab,3.9,84.1
Restaurant_372,Restaurant/Cafe/Shop,Pass,2025-04-14,Address_372,46000,Punjab,1.1,58.900000000000006
Restaurant_373,Restaurant/Cafe/Shop,Improvement Required,2025-09-22,Address_373,46000,Punjab,4.3,73.7
Restaurant_374,Restaurant/Cafe/Shop,Pass,2025-06-10,Address_374,46000,Punjab,4.6,90.4
Restaurant_375,Restaurant/Cafe/Shop,Pass,2025-01-21,Address_375,55150,Punjab,4.1,85.9
Restaurant_376,Restaurant/Cafe/Shop,Pass,2025-12-14,Address_376,46000,Punjab,3.2,77.8
Restaurant_377,Restaurant/Cafe/Shop,Awaiting Inspection,2025-12-27,Address_377,55150,Punjab,1.9,48.6
Restaurant_378,Restaurant/Cafe/Shop,Pass,2025-11-05,Address_378,46000,Punjab,2.4,70.6
Restaurant_379,Restaurant/Cafe/Shop,Improvement Required,2025-09-07,Address_379,54000,Punjab,1.1,44.900000000000006
Restaurant_380,Restaurant/Cafe/Shop,Pass,2024-12-09,Address_380,54000,Punjab,5.0,94.0
Restaurant_381,Restaurant/Cafe/Shop,Pass,2024-11-14,Address_381,54000,Punjab,1.7,64.3
Restaurant_382,Restaurant/Cafe/Shop,Pass,2025-10-29,Address_382,38000,Punjab,2.4,70.6
Restaurant_383,Restaurant/Cafe/Shop,Pass,2025-01-24,Address_383,54000,Punjab,1.1,58.900000000000006
Restaurant_384,Restaurant/Cafe/Shop,Pass,2024-04-23,Address_384,54000,Punjab,3.4,79.6
Restaurant_385,Restaurant/Cafe/Shop,Improvement Required,2024-05-16,Address_385,60000,Punjab,2.9,61.099999999999994
Restaurant_386,Restaurant/Cafe/Shop,Pass,2024-11-27,Address_386,38000,Punjab,2.7,73.3
Restaurant_387,Restaurant/Cafe/Shop,Pass,2024-05-28,Address_387,40100,Punjab,1.9,66.1
Restaurant_388,Restaurant/Cafe/Shop,Pass,2025-12-15,Address_388,55150,Punjab,3.2,77.8
Restaurant_389,Restaurant/Cafe/Shop,Pass,2025-10-06,Address_389,60000,Punjab,2.6,72.4
Restaurant_390,Restaurant/Cafe/Shop,Pass,2025-08-03,Address_390,46000,Punjab,3.2,77.8
Restaurant_391,Restaurant/Cafe/Shop,Pass,2024-01-30,Address_391,55150,Punjab,4.0,85.0
Restaurant_392,Restaurant/Cafe/Shop,Improvement Required,2025-07-27,Address_392,55150,Punjab,4.4,74.60000000000001
Restaurant_393,Restaurant/Cafe/Shop,Pass,2025-09-03,Address_393,60000,Punjab,4.3,87.7
Restaurant_394,Restaurant/Cafe/Shop,Pass,2024-07-31,Address_394,38000,Punjab,4.5,89.5
Restaurant_395,Restaurant/Cafe/Shop,Pass,2025-12-22,Address_395,54000,Punjab,3.6,81.4
Restaurant_396,Restaurant/Cafe/Shop,Pass,2025-04-05,Address_396,60000,Punjab,4.5,89.5
Restaurant_397,Restaurant/Cafe/Shop,Pass,2024-01-15,Address_397,60000,Punjab,3.6,81.4
Restaurant_398,Restaurant/Cafe/Shop,Pass,2024-08-30,Address_398,55150,Punjab,3.5,80.5
Restaurant_399,Restaurant/Cafe/Shop,Pass,2024-03-09,Address_399,60000,Punjab,1.4,61.599999999999994
Restaurant_400,Restaurant/Cafe/Shop,Pass,2024-06-13,Address_400,46000,Punjab,3.9,84.1
Restaurant_401,Restaurant/Cafe/Shop,Pass,2025-03-03,Address_401,40100,Punjab,3.1,76.9
Restaurant_402,Restaurant/Cafe/Shop,Awaiting Inspection,2025-04-13,Address_402,40100,Punjab,1.5,45.0
Restaurant_403,Restaurant/Cafe/Shop,Improvement Required,2025-01-07,Address_403,38000,Punjab,2.2,54.800000000000004
Restaurant_404,Restaurant/Cafe/Shop,Improvement Required,2025-02-07,Address_404,55150,Punjab,1.1,44.900000000000006
Restaurant_405,Restaurant/Cafe/Shop,Improvement Required,2024-07-01,Address_405,54000,Punjab,2.2,54.800000000000004
Restaurant_406,Restaurant/Cafe/Shop,Pass,2025-05-26,Address_406,40100,Punjab,3.1,76.9
Restaurant_407,Restaurant/Cafe/Shop,Pass,2024-01-01,Address_407,60000,Punjab,2.1,67.9
Restaurant_408,Restaurant/Cafe/Shop,Improvement Required,2025-10-21,Address_408,55150,Punjab,3.7,68.30000000000001
Restaurant_409,Restaurant/Cafe/Shop,Pass,2025-09-24,Address_409,40100,Punjab,1.5,62.5
Restaurant_410,Restaurant/Cafe/Shop,Pass,2024-10-25,Address_410,60000,Punjab,3.8,83.2
Restaurant_411,Restaurant/Cafe/Shop,Pass,2024-03-11,Address_411,38000,Punjab,1.5,62.5
Restaurant_412,Restaurant/Cafe/Shop,Pass,2025-09-07,Address_412,55150,Punjab,1.1,58.900000000000006
Restaurant_413,Restaurant/Cafe/Shop,Pass,2025-05-20,Address_413,55150,Punjab,4.4,88.60000000000001
Restaurant_414,Restaurant/Cafe/Shop,Pass,2025-09-27,Address_414,38000,Punjab,4.1,85.9
Restaurant_415,Restaurant/Cafe/Shop,Pass,2025-01-11,Address_415,55150,Punjab,4.2,86.80000000000001
Restaurant_416,Restaurant/Cafe/Shop,Awaiting Inspection,2025-04-28,Address_416,55150,Punjab,2.5,54.0
Restaurant_417,Restaurant/Cafe/Shop,Pass,2025-09-19,Address_417,46000,Punjab,1.0,58.0
Restaurant_418,Restaurant/Cafe/Shop,Pass,2025-03-30,Address_418,40100,Punjab,4.0,85.0
Restaurant_419,Restaurant/Cafe/Shop,Awaiting Inspection,2024-06-11,Address_419,54000,Punjab,1.5,45.0
Restaurant_420,Restaurant/Cafe/Shop,Awaiting Inspection,2024-04-05,Address_420,60000,Punjab,3.3,61.199999999999996
Restaurant_421,Restaurant/Cafe/Shop,Pass,2025-12-30,Address_421,54000,Punjab,3.4,79.6
Restaurant_422,Restaurant/Cafe/Shop,Pass,2024-06-20,Address_422,54000,Punjab,2.7,73.3
Restaurant_423,Restaurant/Cafe/Shop,Pass,2024-11-16,Address_423,38000,Punjab,2.4,70.6
Restaurant_424,Restaurant/Cafe/Shop,Pass,2025-10-30,Address_424,46000,Punjab,3.5,80.5
Restaurant_425,Restaurant/Cafe/Shop,Pass,2025-10-31,Address_425,54000,Punjab,1.5,62.5
Restaurant_426,Restaurant/Cafe/Shop,Pass,2024-04-13,Address_426,60000,Punjab,4.6,90.4
Restaurant_427,Restaurant/Cafe/Shop,Pass,2025-09-21,Address_427,40100,Punjab,4.6,90.4
Restaurant_428,Restaurant/Cafe/Shop,Pass,2024-01-31,Address_428,38000,Punjab,3.2,77.8
Restaurant_429,Restaurant/Cafe/Shop,Pass,2025-01-09,Address_429,60000,Punjab,3.6,81.4
Restaurant_430,Restaurant/Cafe/Shop,Pass,2024-05-22,Address_430,55150,Punjab,4.0,85.0
Restaurant_431,Restaurant/Cafe/Shop,Pass,2025-08-06,Address_431,40100,Punjab,2.4,70.6
Restaurant_432,Restaurant/Cafe/Shop,Pass,2025-10-28,Address_432,60000,Punjab,2.4,70.6
Restaurant_433,Restaurant/Cafe/Shop,Pass,2024-07-06,Address_433,40100,Punjab,3.9,84.1
Restaurant_434,Restaurant/Cafe/Shop,Improvement Required,2025-11-23,Address_434,54000,Punjab,3.7,68.30000000000001
Restaurant_435,Restaurant/Cafe/Shop,Pass,2025-03-21,Address_435,60000,Punjab,1.9,66.1
Restaurant_436,Restaurant/Cafe/Shop,Pass,2025-12-07,Address_436,38000,Punjab,2.6,72.4
Restaurant_437,Restaurant/Cafe/Shop,Pass,2025-01-27,Address_437,40100,Punjab,2.4,70.6
Restaurant_438,Restaurant/Cafe/Shop,Pass,2024-12-21,Address_438,46000,Punjab,2.6,72.4
Restaurant_439,Restaurant/Cafe/Shop,Pass,2025-06-28,Address_439,38000,Punjab,2.1,67.9
Restaurant_440,Restaurant/Cafe/Shop,Pass,2024-12-24,Address_440,60000,Punjab,3.8,83.2
Restaurant_441,Restaurant/Cafe/Shop,Pass,2024-03-26,Address_441,54000,Punjab,2.1,67.9
Restaurant_442,Restaurant/Cafe/Shop,Improvement Required,2025-07-28,Address_442,40100,Punjab,5.0,80.0
Restaurant_443,Restaurant/Cafe/Shop,Pass,2025-01-07,Address_443,54000,Punjab,3.5,80.5
Restaurant_444,Restaurant/Cafe/Shop,Improvement Required,2025-08-30,Address_444,38000,Punjab,2.5,57.5
Restaurant_445,Restaurant/Cafe/Shop,Pass,2025-09-14,Address_445,60000,Punjab,2.7,73.3
Restaurant_446,Restaurant/Cafe/Shop,Improvement Required,2024-10-15,Address_446,38000,Punjab,2.0,53.0
Restaurant_447,Restaurant/Cafe/Shop,Pass,2024-04-27,Address_447,46000,Punjab,1.1,58.900000000000006
Restaurant_448,Restaurant/Cafe/Shop,Improvement Required,2025-03-10,Address_448,60000,Punjab,3.9,70.1
Restaurant_449,Restaurant/Cafe/Shop,Pass,2024-11-09,Address_449,54000,Punjab,1.7,64.3
Restaurant_450,Restaurant/Cafe/Shop,Pass,2025-06-08,Address_450,55150,Punjab,1.0,58.0
Restaurant_451,Restaurant/Cafe/Shop,Pass,2024-12-04,Address_451,40100,Punjab,2.5,71.5
Restaurant_452,Restaurant/Cafe/Shop,Pass,2024-03-10,Address_452,46000,Punjab,2.9,75.1
Restaurant_453,Restaurant/Cafe/Shop,Awaiting Inspection,2024-06-06,Address_453,40100,Punjab,3.3,61.199999999999996
Restaurant_454,Restaurant/Cafe/Shop,Pass,2025-03-23,Address_454,38000,Punjab,4.7,91.30000000000001
Restaurant_455,Restaurant/Cafe/Shop,Improvement Required,2024-02-09,Address_455,60000,Punjab,2.8,60.199999999999996
Restaurant_456,Restaurant/Cafe/Shop,Pass,2025-07-19,Address_456,54000,Punjab,1.7,64.3
Restaurant_457,Restaurant/Cafe/Shop,Improvement Required,2025-06-17,Address_457,38000,Punjab,1.9,52.1
Restaurant_458,Restaurant/Cafe/Shop,Pass,2024-05-30,Address_458,38000,Punjab,4.5,89.5
Restaurant_459,Restaurant/Cafe/Shop,Pass,2025-09-15,Address_459,55150,Punjab,2.0,67.0
Restaurant_460,Restaurant/Cafe/Shop,Pass,2024-03-04,Address_460,54000,Punjab,3.4,79.6
Restaurant_461,Restaurant/Cafe/Shop,Improvement Required,2025-06-01,Address_461,60000,Punjab,1.0,44.0
Restaurant_462,Restaurant/Cafe/Shop,Pass,2025-11-06,Address_462,40100,Punjab,4.1,85.9
Restaurant_463,Restaurant/Cafe/Shop,Pass,2025-04-02,Address_463,46000,Punjab,1.3,60.7
Restaurant_464,Restaurant/Cafe/Shop,Pass,2025-07-23,Address_464,60000,Punjab,2.6,72.4
Restaurant_465,Restaurant/Cafe/Shop,Pass,2025-12-20,Address_465,38000,Punjab,1.6,63.4
Restaurant_466,Restaurant/Cafe/Shop,Pass,2024-12-01,Address_466,40100,Punjab,2.5,71.5
Restaurant_467,Restaurant/Cafe/Shop,Improvement Required,2024-01-25,Address_467,46000,Punjab,2.9,61.099999999999994
Restaurant_468,Restaurant/Cafe/Shop,Pass,2025-07-30,Address_468,38000,Punjab,4.7,91.30000000000001
Restaurant_469,Restaurant/Cafe/Shop,Pass,2024-12-14,Address_469,38000,Punjab,4.5,89.5
Restaurant_470,Restaurant/Cafe/Shop,Pass,2025-10-30,Address_470,38000,Punjab,2.6,72.4
Restaurant_471,Restaurant/Cafe/Shop,Pass,2024-04-02,Address_471,55150,Punjab,3.6,81.4
Restaurant_472,Restaurant/Cafe/Shop,Improvement Required,2024-04-06,Address_472,40100,Punjab,4.4,74.60000000000001
Restaurant_473,Restaurant/Cafe/Shop,Pass,2024-11-25,Address_473,38000,Punjab,1.6,63.4
Restaurant_474,Restaurant/Cafe/Shop,Awaiting Inspection,2024-04-01,Address_474,54000,Punjab,3.8,65.7
Restaurant_475,Restaurant/Cafe/Shop,Pass,2025-03-29,Address_475,60000,Punjab,3.3,78.69999999999999
Restaurant_476,Restaurant/Cafe/Shop,Pass,2025-07-16,Address_476,60000,Punjab,2.0,67.0
Restaurant_477,Restaurant/Cafe/Shop,Pass,2025-01-02,Address_477,38000,Punjab,3.8,83.2
Restaurant_478,Restaurant/Cafe/Shop,Pass,2025-09-01,Address_478,60000,Punjab,3.1,76.9
Restaurant_479,Restaurant/Cafe/Shop,Pass,2025-10-22,Address_479,60000,Punjab,1.8,65.2
Restaurant_480,Restaurant/Cafe/Shop,Pass,2024-08-28,Address_480,40100,Punjab,1.2,59.8
Restaurant_481,Restaurant/Cafe/Shop,Pass,2025-11-24,Address_481,54000,Punjab,2.2,68.80000000000001
Restaurant_482,Restaurant/Cafe/Shop,Pass,2025-03-24,Address_482,38000,Punjab,1.6,63.4
Restaurant_483,Restaurant/Cafe/Shop,Improvement Required,2025-09-01,Address_483,46000,Punjab,4.4,74.60000000000001
Restaurant_484,Restaurant/Cafe/Shop,Pass,2025-04-27,Address_484,38000,Punjab,1.4,61.599999999999994
Restaurant_485,Restaurant/Cafe/Shop,Improvement Required,2025-09-16,Address_485,54000,Punjab,3.4,65.6
Restaurant_486,Restaurant/Cafe/Shop,Pass,2024-09-16,Address_486,55150,Punjab,2.9,75.1
Restaurant_487,Restaurant/Cafe/Shop,Improvement Required,2025-12-16,Address_487,55150,Punjab,3.2,63.8
Restaurant_488,Restaurant/Cafe/Shop,Pass,2024-07-31,Address_488,40100,Punjab,3.9,84.1
Restaurant_489,Restaurant/Cafe/Shop,Awaiting Inspection,2024-07-15,Address_489,38000,Punjab,1.6,45.9
