BusinessName,BusinessType,RatingValue,InspectionDate,Address,PostCode,Province,user_rating,Hygiene_Score,Latitude,Longitude
Snack Pizza,Restaurant/Cafe/Shop,Pass,01/12/2025,Address_210,38000,Punjab,3.5,80.5,31.536563,74.341431
El Taco Bonita,Restaurant/Cafe/Shop,Pass,12/07/2025,Address_211,60000,Punjab,4.8,92.2,31.482873,74.397326
Napoli Grill,Restaurant/Cafe/Shop,Pass,10/01/2024,Address_212,40100,Punjab,3.3,78.7,31.480001,74.434594
El Taco Bites,Restaurant/Cafe/Shop,Pass,12/09/2024,Address_213,40100,Punjab,2,67,31.500005,74.271156
Wrap Steaks,Restaurant/Cafe/Shop,Improvement Required,26/12/2025,Address_214,55150,Punjab,1.5,48.5,31.421104,74.278686
Gusto Napoli,Restaurant/Cafe/Shop,Pass,29/10/2025,Address_215,46000,Punjab,4.4,88.6,31.658268,74.387839
Peshawar Spices,Restaurant/Cafe/Shop,Pass,16/09/2024,Address_216,54000,Punjab,2,67,31.665887,74.471922
Albion Pub,Restaurant/Cafe/Shop,Pass,21/07/2024,Address_217,38000,Punjab,3,76,31.507038,74.266254
Zaytoun Lebanon,Restaurant/Cafe/Shop,Pass,29/10/2024,Address_218,54000,Punjab,1.8,65.2,31.640704,74.379242
Albion Crown,Restaurant/Cafe/Shop,Improvement Required,17/09/2024,Address_219,38000,Punjab,2.9,61.1,31.676915,74.234546
Copper Cafe,Restaurant/Cafe/Shop,Improvement Required,16/07/2025,Address_220,60000,Punjab,3.2,63.8,31.534917,74.231771
Roma Venezia,Restaurant/Cafe/Shop,Pass,20/05/2025,Address_221,60000,Punjab,4.7,91.3,31.648557,74.290216
Beans & Brew,Restaurant/Cafe/Shop,Improvement Required,24/02/2025,Address_222,55150,Punjab,1.6,49.4,31.559653,74.296969
Sultan Meze,Restaurant/Cafe/Shop,Improvement Required,12/07/2025,Address_223,55150,Punjab,4.8,78.2,31.495514,74.307404
Cafe Dew,Restaurant/Cafe/Shop,Pass,14/08/2025,Address_224,55150,Punjab,3.7,82.3,31.438165,74.286892
Veracruz Amigos,Restaurant/Cafe/Shop,Pass,21/12/2024,Address_225,38000,Punjab,1.6,63.4,31.443639,74.396635
Burrito Eats,Restaurant/Cafe/Shop,Awaiting Inspection,31/12/2025,Address_226,55150,Punjab,4.6,72.9,31.58606,74.317826
Bombay Cuisine,Restaurant/Cafe/Shop,Pass,07/07/2024,Address_227,54000,Punjab,2.8,74.2,31.510219,74.433355
Plaza Mexico,Restaurant/Cafe/Shop,Pass,29/02/2024,Address_228,40100,Punjab,3.9,84.1,31.416261,74.350065
Chipotle Loco (1),Restaurant/Cafe/Shop,Awaiting Inspection,29/01/2025,Address_229,40100,Punjab,3.9,66.6,31.677354,74.3145
Bombay Nights,Restaurant/Cafe/Shop,Pass,05/10/2024,Address_230,40100,Punjab,3.5,80.5,31.441503,74.490045
El Taco Loco,Restaurant/Cafe/Shop,Pass,13/03/2024,Address_231,54000,Punjab,3.2,77.8,31.425462,74.232583
Coffee House,Restaurant/Cafe/Shop,Improvement Required,27/08/2024,Address_232,46000,Punjab,3.2,63.8,31.507932,74.372224
Wok & Hei,Restaurant/Cafe/Shop,Pass,02/02/2024,Address_233,60000,Punjab,2,67,31.608189,74.25779
Punjab Grill,Restaurant/Cafe/Shop,Pass,07/06/2024,Address_234,38000,Punjab,2.5,71.5,31.674997,74.355095
Cosa Bistro,Restaurant/Cafe/Shop,Pass,12/04/2025,Address_235,46000,Punjab,1.6,63.4,31.614436,74.318867
Pastry Dew,Restaurant/Cafe/Shop,Pass,13/10/2024,Address_236,40100,Punjab,1.4,61.6,31.619646,74.297896
Cornerstone Bean,Restaurant/Cafe/Shop,Awaiting Inspection,28/04/2025,Address_237,60000,Punjab,2.6,54.9,31.4376,74.425741
Copper Cuisine,Restaurant/Cafe/Shop,Pass,07/09/2025,Address_238,40100,Punjab,1.4,61.6,31.50702,74.31659
Chicken Coop,Restaurant/Cafe/Shop,Pass,09/10/2024,Address_239,46000,Punjab,4.8,92.2,31.469728,74.217627
Sweet Sins Perk,Restaurant/Cafe/Shop,Awaiting Inspection,01/06/2024,Address_240,54000,Punjab,1.3,43.2,31.522178,74.223562
Chinatown Roll,Restaurant/Cafe/Shop,Improvement Required,15/09/2025,Address_241,54000,Punjab,1.6,49.4,31.634557,74.237528
Zaiqa Dhaba,Restaurant/Cafe/Shop,Pass,07/09/2025,Address_242,38000,Punjab,2.2,68.8,31.532293,74.426318
Bella Toscana,Restaurant/Cafe/Shop,Improvement Required,02/10/2025,Address_243,40100,Punjab,1.9,52.1,31.587808,74.482116
Quick Hot Dog,Restaurant/Cafe/Shop,Awaiting Inspection,05/08/2025,Address_244,55150,Punjab,1.1,41.4,31.586752,74.276209
Florence Luigi,Restaurant/Cafe/Shop,Pass,26/08/2025,Address_245,60000,Punjab,3.3,78.7,31.659417,74.25305
Greek Tavern,Restaurant/Cafe/Shop,Pass,24/05/2025,Address_246,46000,Punjab,4.6,90.4,31.460338,74.46787
Canton Hei,Restaurant/Cafe/Shop,Pass,29/05/2024,Address_247,40100,Punjab,2.5,71.5,31.59693,74.433506
Copper House,Restaurant/Cafe/Shop,Pass,30/07/2025,Address_248,40100,Punjab,3.4,79.6,31.405324,74.286999
Chelsea Market,Restaurant/Cafe/Shop,Pass,31/10/2025,Address_249,60000,Punjab,4.1,85.9,31.671525,74.343541
Windsor Castle,Restaurant/Cafe/Shop,Pass,07/05/2024,Address_250,60000,Punjab,4.8,92.2,31.451828,74.389505
Shahi House,Restaurant/Cafe/Shop,Pass,12/08/2025,Address_251,60000,Punjab,4.2,86.8,31.536652,74.389735
Windsor Pantry,Restaurant/Cafe/Shop,Pass,17/10/2024,Address_252,55150,Punjab,1.6,63.4,31.464332,74.44008
Morning Perk,Restaurant/Cafe/Shop,Pass,19/10/2025,Address_253,55150,Punjab,2.7,73.3,31.462222,74.412479
Shahi House (1),Restaurant/Cafe/Shop,Pass,17/09/2024,Address_254,60000,Punjab,1.6,63.4,31.654863,74.22147
Pastry Bakery,Restaurant/Cafe/Shop,Pass,05/09/2025,Address_255,60000,Punjab,1,58,31.603751,74.319372
Golden Blossom,Restaurant/Cafe/Shop,Awaiting Inspection,22/01/2025,Address_256,38000,Punjab,2.6,54.9,31.576735,74.396531
The Golden Crown,Restaurant/Cafe/Shop,Pass,22/12/2025,Address_257,40100,Punjab,3.5,80.5,31.588894,74.217321
Delhi Grill,Restaurant/Cafe/Shop,Improvement Required,17/12/2025,Address_258,46000,Punjab,3.7,68.3,31.416788,74.323036
Veracruz Mexico,Restaurant/Cafe/Shop,Improvement Required,05/10/2024,Address_259,38000,Punjab,2.8,60.2,31.498298,74.313361
Fast & Fresh,Restaurant/Cafe/Shop,Pass,24/04/2024,Address_260,55150,Punjab,5,94,31.686494,74.257556
Highland Fleece (1),Restaurant/Cafe/Shop,Pass,25/08/2025,Address_261,46000,Punjab,1.4,61.6,31.682546,74.380121
La Salsa Frog,Restaurant/Cafe/Shop,Improvement Required,08/06/2024,Address_262,40100,Punjab,4.1,71.9,31.674906,74.282377
King's Pub,Restaurant/Cafe/Shop,Pass,23/11/2025,Address_263,55150,Punjab,1.9,66.1,31.636573,74.385167
Lahore Tikka,Restaurant/Cafe/Shop,Pass,17/07/2024,Address_264,38000,Punjab,1.4,61.6,31.569372,74.225378
Veracruz Frog,Restaurant/Cafe/Shop,Pass,14/11/2025,Address_265,38000,Punjab,2.8,74.2,31.568006,74.4422
Senor Grill,Restaurant/Cafe/Shop,Pass,20/12/2024,Address_266,55150,Punjab,1.2,59.8,31.63017,74.365828
Burger Spot,Restaurant/Cafe/Shop,Pass,16/12/2025,Address_267,60000,Punjab,1.9,66.1,31.449389,74.340796
Duke's Inn,Restaurant/Cafe/Shop,Pass,24/12/2024,Address_268,38000,Punjab,3.6,81.4,31.443528,74.411938
Bosphorus Breeze,Restaurant/Cafe/Shop,Pass,04/11/2025,Address_269,54000,Punjab,1.6,63.4,31.44516,74.481316
Sizzling Delight,Restaurant/Cafe/Shop,Pass,02/07/2025,Address_270,55150,Punjab,2.3,69.7,31.570378,74.392658
Fast & Express,Restaurant/Cafe/Shop,Awaiting Inspection,06/08/2025,Address_271,60000,Punjab,1.1,41.4,31.670268,74.23443
Golden Hei,Restaurant/Cafe/Shop,Pass,15/10/2025,Address_272,40100,Punjab,3.1,76.9,31.412816,74.240082
Sindh Kitchen,Restaurant/Cafe/Shop,Improvement Required,15/11/2024,Address_273,60000,Punjab,3.6,67.4,31.460424,74.273154
Wrap Delight,Restaurant/Cafe/Shop,Pass,01/12/2025,Address_274,38000,Punjab,2.3,69.7,31.414965,74.212104
Taj Tikka,Restaurant/Cafe/Shop,Improvement Required,19/10/2024,Address_275,55150,Punjab,3.1,62.9,31.58551,74.205109
Coffee Junction,Restaurant/Cafe/Shop,Improvement Required,11/08/2025,Address_276,54000,Punjab,2.5,57.5,31.505623,74.222145
Chipotle Bites,Restaurant/Cafe/Shop,Pass,17/11/2024,Address_277,46000,Punjab,2.2,68.8,31.420842,74.257975
Olive Eats,Restaurant/Cafe/Shop,Pass,21/11/2024,Address_278,46000,Punjab,3,76,31.524984,74.393813
Chopsticks Hei,Restaurant/Cafe/Shop,Pass,10/07/2025,Address_279,55150,Punjab,3.8,83.2,31.597186,74.380056
Sindh Chutney,Restaurant/Cafe/Shop,Pass,05/02/2025,Address_280,40100,Punjab,4.1,85.9,31.587131,74.421782
Delhi Bistro,Restaurant/Cafe/Shop,Awaiting Inspection,11/12/2025,Address_281,40100,Punjab,2.3,52.2,31.474394,74.214605
Wrap Coop,Restaurant/Cafe/Shop,Pass,14/01/2025,Address_282,54000,Punjab,3.3,78.7,31.466188,74.278306
Red Kitchen,Restaurant/Cafe/Shop,Pass,13/11/2024,Address_283,55150,Punjab,3.2,77.8,31.550895,74.372311
Imperial Cafe,Restaurant/Cafe/Shop,Pass,30/01/2024,Address_284,38000,Punjab,4,85,31.680692,74.36072
El Sombrero Bonita,Restaurant/Cafe/Shop,Pass,27/09/2024,Address_285,40100,Punjab,2.4,70.6,31.413196,74.361261
Wrap Wrap,Restaurant/Cafe/Shop,Pass,29/03/2025,Address_286,38000,Punjab,4.4,88.6,31.59798,74.246752
Aroma Corner,Restaurant/Cafe/Shop,Pass,28/05/2025,Address_287,60000,Punjab,4,85,31.592196,74.288855
Shahi Darbar,Restaurant/Cafe/Shop,Pass,20/12/2024,Address_288,46000,Punjab,4.4,88.6,31.687737,74.481941
Chopsticks Great Wall,Restaurant/Cafe/Shop,Awaiting Inspection,02/12/2024,Address_289,40100,Punjab,1.8,47.7,31.663386,74.436715
Crispy Delight,Restaurant/Cafe/Shop,Pass,22/12/2025,Address_290,55150,Punjab,4.1,85.9,31.683046,74.403852
The Red Pantry,Restaurant/Cafe/Shop,Awaiting Inspection,28/05/2025,Address_291,60000,Punjab,1.5,45,31.510881,74.490356
Tres Mexico,Restaurant/Cafe/Shop,Pass,23/07/2025,Address_292,54000,Punjab,1.8,65.2,31.539798,74.337044
The Red Dining,Restaurant/Cafe/Shop,Improvement Required,25/09/2025,Address_293,40100,Punjab,3.2,63.8,31.553423,74.293029
Lotus Spice,Restaurant/Cafe/Shop,Pass,18/10/2024,Address_294,54000,Punjab,1.4,61.6,31.484877,74.405931
Wok Blossom,Restaurant/Cafe/Shop,Pass,06/08/2025,Address_295,55150,Punjab,3.2,77.8,31.424749,74.286542
Bombay Kitchen,Restaurant/Cafe/Shop,Pass,16/03/2024,Address_296,38000,Punjab,4.8,92.2,31.454223,74.21654
Plaza Express,Restaurant/Cafe/Shop,Pass,21/07/2025,Address_297,54000,Punjab,2.8,74.2,31.67548,74.477278
Mega Fries,Restaurant/Cafe/Shop,Improvement Required,27/06/2025,Address_298,55150,Punjab,1.9,52.1,31.628105,74.426801
Bite Me Zone,Restaurant/Cafe/Shop,Pass,24/12/2024,Address_299,38000,Punjab,2.1,67.9,31.401714,74.462543
The Tea Cozy,Restaurant/Cafe/Shop,Pass,04/12/2025,Address_300,60000,Punjab,2.9,75.1,31.496086,74.292605
Burrito Eats (1),Restaurant/Cafe/Shop,Awaiting Inspection,01/12/2025,Address_301,60000,Punjab,1.6,45.9,31.632004,74.431397
Veracruz Cilantro,Restaurant/Cafe/Shop,Awaiting Inspection,24/08/2025,Address_302,40100,Punjab,1,40.5,31.535123,74.379663
Blue Mug Junction,Restaurant/Cafe/Shop,Pass,26/09/2024,Address_303,46000,Punjab,2.2,68.8,31.531006,74.228033
Quick Patties,Restaurant/Cafe/Shop,Improvement Required,20/12/2024,Address_304,40100,Punjab,3.9,70.1,31.635881,74.296231
Milano Napoli,Restaurant/Cafe/Shop,Pass,25/05/2025,Address_305,40100,Punjab,3.2,77.8,31.64881,74.433831
Urban Vienna,Restaurant/Cafe/Shop,Pass,24/08/2024,Address_306,38000,Punjab,1.1,58.9,31.451674,74.484742
Gourmet Bites,Restaurant/Cafe/Shop,Pass,14/04/2024,Address_307,55150,Punjab,3.6,81.4,31.549988,74.275585
Lebanese Lebanon,Restaurant/Cafe/Shop,Pass,03/04/2024,Address_308,55150,Punjab,2.3,69.7,31.432492,74.387657
Lebanese Tree,Restaurant/Cafe/Shop,Pass,28/10/2024,Address_309,46000,Punjab,2,67,31.574778,74.216606
Espresso Espresso,Restaurant/Cafe/Shop,Pass,18/03/2025,Address_310,40100,Punjab,1.2,59.8,31.552389,74.352501
Urban Cozy (1),Restaurant/Cafe/Shop,Pass,15/03/2025,Address_311,40100,Punjab,2.3,69.7,31.510571,74.452383
The Tea Vienna,Restaurant/Cafe/Shop,Awaiting Inspection,23/04/2024,Address_312,38000,Punjab,1.6,45.9,31.659776,74.480151
Turbo Zone,Restaurant/Cafe/Shop,Pass,27/01/2025,Address_313,55150,Punjab,4.8,92.2,31.540397,74.212888
Napoli Primi,Restaurant/Cafe/Shop,Pass,01/06/2025,Address_314,38000,Punjab,2.6,72.4,31.525442,74.464781
London Dining,Restaurant/Cafe/Shop,Pass,13/06/2025,Address_315,38000,Punjab,3.5,80.5,31.485115,74.46324
Cotswold Fleece,Restaurant/Cafe/Shop,Pass,27/04/2024,Address_316,55150,Punjab,2.5,71.5,31.620735,74.480553
Turbo Spot,Restaurant/Cafe/Shop,Pass,21/05/2024,Address_317,54000,Punjab,1.3,60.7,31.594877,74.405786
Chinatown Garden,Restaurant/Cafe/Shop,Pass,13/01/2024,Address_318,55150,Punjab,3.6,81.4,31.563906,74.370987
Desi Lounge,Restaurant/Cafe/Shop,Pass,17/10/2024,Address_319,54000,Punjab,3.9,84.1,31.541535,74.32896
Cotswold Pub,Restaurant/Cafe/Shop,Pass,15/01/2025,Address_320,40100,Punjab,4.1,85.9,31.486207,74.260622
Daily Grind,Restaurant/Cafe/Shop,Pass,02/04/2025,Address_321,40100,Punjab,2.8,74.2,31.60491,74.219278
Amore Grill,Restaurant/Cafe/Shop,Pass,02/08/2025,Address_322,46000,Punjab,3.3,78.7,31.585151,74.476049
Sizzling Spot,Restaurant/Cafe/Shop,Improvement Required,02/12/2024,Address_323,55150,Punjab,4.8,78.2,31.456941,74.236327
The Velvet Brew,Restaurant/Cafe/Shop,Pass,03/11/2025,Address_324,40100,Punjab,2.5,71.5,31.41463,74.432674
Casa Pepper,Restaurant/Cafe/Shop,Improvement Required,18/01/2025,Address_325,60000,Punjab,2.6,58.4,31.665407,74.353513
Queen's Pantry,Restaurant/Cafe/Shop,Pass,18/04/2025,Address_326,46000,Punjab,1.2,59.8,31.532107,74.365715
Dynasty Roll,Restaurant/Cafe/Shop,Awaiting Inspection,21/04/2025,Address_327,40100,Punjab,3.6,63.9,31.626984,74.311545
Jalapeno Bites,Restaurant/Cafe/Shop,Pass,02/05/2024,Address_328,38000,Punjab,2,67,31.491806,74.202604
Victorian Crown,Restaurant/Cafe/Shop,Improvement Required,25/12/2024,Address_329,60000,Punjab,1.2,45.8,31.651014,74.375959
Peshawar Chimney,Restaurant/Cafe/Shop,Pass,07/02/2024,Address_330,40100,Punjab,1.1,58.9,31.674031,74.459483
Hummus Pita,Restaurant/Cafe/Shop,Improvement Required,09/08/2025,Address_331,46000,Punjab,3.8,69.2,31.571499,74.388409
Brunch & Brew,Restaurant/Cafe/Shop,Pass,27/03/2025,Address_332,60000,Punjab,2,67,31.568717,74.345011
El Sombrero Amigos,Restaurant/Cafe/Shop,Pass,18/04/2025,Address_333,55150,Punjab,3.2,77.8,31.473279,74.378983
The Fryer Steaks,Restaurant/Cafe/Shop,Pass,20/05/2024,Address_334,46000,Punjab,3.2,77.8,31.607236,74.458796
The Golden Tavern,Restaurant/Cafe/Shop,Improvement Required,09/09/2025,Address_335,46000,Punjab,4.6,76.4,31.606724,74.426832
Mediterranean Cafe,Restaurant/Cafe/Shop,Pass,21/02/2025,Address_336,40100,Punjab,4.5,89.5,31.466383,74.241676
Sweet Sins Pastry,Restaurant/Cafe/Shop,Pass,27/02/2024,Address_337,55150,Punjab,2.8,74.2,31.67945,74.243729
Gusto Enzo,Restaurant/Cafe/Shop,Pass,05/04/2024,Address_338,60000,Punjab,1.7,64.3,31.468261,74.252105
Chelsea Bistro,Restaurant/Cafe/Shop,Improvement Required,15/06/2024,Address_339,46000,Punjab,4.4,74.6,31.514732,74.244349
Albion Pub (1),Restaurant/Cafe/Shop,Pass,07/11/2025,Address_340,38000,Punjab,1.1,58.9,31.410854,74.321202
Shun Roll,Restaurant/Cafe/Shop,Pass,03/12/2025,Address_341,46000,Punjab,2.1,67.9,31.493065,74.480536
Windsor Castle (1),Restaurant/Cafe/Shop,Awaiting Inspection,06/12/2025,Address_342,55150,Punjab,1.6,45.9,31.420836,74.299199
The White Market,Restaurant/Cafe/Shop,Pass,09/03/2025,Address_343,40100,Punjab,3.9,84.1,31.476606,74.289285
Fast & Slice,Restaurant/Cafe/Shop,Pass,05/05/2025,Address_344,54000,Punjab,2.8,74.2,31.41508,74.470249
The Royal Fleece,Restaurant/Cafe/Shop,Pass,28/09/2024,Address_345,55150,Punjab,2.4,70.6,31.404881,74.357005
Victorian Kitchen,Restaurant/Cafe/Shop,Pass,20/02/2024,Address_346,46000,Punjab,4.3,87.7,31.500425,74.483679
Urban Cozy (2),Restaurant/Cafe/Shop,Pass,17/02/2025,Address_347,38000,Punjab,4.5,89.5,31.582126,74.30378
Canton Bar,Restaurant/Cafe/Shop,Improvement Required,01/09/2024,Address_348,38000,Punjab,1.3,46.7,31.468677,74.217926
Osteria Bella,Restaurant/Cafe/Shop,Improvement Required,18/08/2025,Address_349,38000,Punjab,3.6,67.4,31.404152,74.348518
Bite Me Attack,Restaurant/Cafe/Shop,Pass,13/05/2025,Address_350,46000,Punjab,3.3,78.7,31.440329,74.328896
El Taco Bonita (1),Restaurant/Cafe/Shop,Awaiting Inspection,11/01/2024,Address_351,54000,Punjab,2.8,56.7,31.509905,74.344698
Peking Taste,Restaurant/Cafe/Shop,Pass,18/07/2025,Address_352,54000,Punjab,2.1,67.9,31.552774,74.338188
Masala House,Restaurant/Cafe/Shop,Pass,26/01/2024,Address_353,38000,Punjab,3.1,76.9,31.641386,74.282532
The Tea Perk,Restaurant/Cafe/Shop,Pass,13/01/2024,Address_354,54000,Punjab,1.6,63.4,31.684545,74.438999
Hummus Cafe,Restaurant/Cafe/Shop,Pass,26/02/2025,Address_355,55150,Punjab,5,94,31.644183,74.3659
Highland Horses,Restaurant/Cafe/Shop,Pass,07/06/2024,Address_356,46000,Punjab,4.5,89.5,31.49465,74.387527
Mayfair Market,Restaurant/Cafe/Shop,Pass,15/04/2024,Address_357,46000,Punjab,2,67,31.668207,74.221912
Chipotle Sol,Restaurant/Cafe/Shop,Improvement Required,21/09/2025,Address_358,46000,Punjab,2.4,56.6,31.536369,74.250349
The Daily Espresso (1),Restaurant/Cafe/Shop,Pass,28/06/2025,Address_359,54000,Punjab,4.6,90.4,31.508589,74.286259
Windsor Kitchen,Restaurant/Cafe/Shop,Pass,21/01/2025,Address_360,46000,Punjab,4.8,92.2,31.598824,74.2107
Dynasty Taste,Restaurant/Cafe/Shop,Pass,25/09/2024,Address_361,46000,Punjab,3,76,31.560621,74.453465
Queen's Tavern,Restaurant/Cafe/Shop,Pass,23/12/2025,Address_362,46000,Punjab,3.2,77.8,31.639277,74.205838
Shake Zone,Restaurant/Cafe/Shop,Pass,01/10/2025,Address_363,60000,Punjab,4.8,92.2,31.67925,74.270068
Taco Bites,Restaurant/Cafe/Shop,Pass,19/04/2025,Address_364,60000,Punjab,2.8,74.2,31.422568,74.328498
Daily Perk,Restaurant/Cafe/Shop,Pass,28/11/2024,Address_365,40100,Punjab,1.8,65.2,31.413522,74.336464
The Pizza Fries,Restaurant/Cafe/Shop,Improvement Required,17/01/2025,Address_366,54000,Punjab,1.3,46.7,31.463096,74.21551
Aroma Vienna,Restaurant/Cafe/Shop,Improvement Required,24/02/2025,Address_367,60000,Punjab,4.9,79.1,31.423475,74.294173
El Taco Plaza,Restaurant/Cafe/Shop,Pass,06/01/2025,Address_368,55150,Punjab,4,85,31.441128,74.252636
Mediterranean Tavern,Restaurant/Cafe/Shop,Pass,23/02/2024,Address_369,60000,Punjab,1.8,65.2,31.522027,74.46619
Milano Vita,Restaurant/Cafe/Shop,Pass,23/02/2025,Address_370,60000,Punjab,4.7,91.3,31.636617,74.215494
Desi Kitchen,Restaurant/Cafe/Shop,Pass,29/01/2024,Address_371,55150,Punjab,3.9,84.1,31.529698,74.308807
Taco Grande Cilantro,Restaurant/Cafe/Shop,Pass,14/04/2025,Address_372,46000,Punjab,1.1,58.9,31.500112,74.350044
Venice Venezia,Restaurant/Cafe/Shop,Improvement Required,22/09/2025,Address_373,46000,Punjab,4.3,73.7,31.533083,74.317418
Shahi Dhaba,Restaurant/Cafe/Shop,Pass,10/06/2025,Address_374,46000,Punjab,4.6,90.4,31.661892,74.424492
Buns & Coop,Restaurant/Cafe/Shop,Pass,21/01/2025,Address_375,55150,Punjab,4.1,85.9,31.679888,74.274085
Red Palace,Restaurant/Cafe/Shop,Pass,14/12/2025,Address_376,46000,Punjab,3.2,77.8,31.462196,74.431631
Amore Venezia,Restaurant/Cafe/Shop,Awaiting Inspection,27/12/2025,Address_377,55150,Punjab,1.9,48.6,31.581994,74.281143
Java Bakery,Restaurant/Cafe/Shop,Pass,05/11/2025,Address_378,46000,Punjab,2.4,70.6,31.568201,74.40384
Street Wrap,Restaurant/Cafe/Shop,Improvement Required,07/09/2025,Address_379,54000,Punjab,1.1,44.9,31.559158,74.348244
Burrito Loco,Restaurant/Cafe/Shop,Pass,09/12/2024,Address_380,54000,Punjab,5,94,31.423525,74.315687
Taj Lounge,Restaurant/Cafe/Shop,Pass,14/11/2024,Address_381,54000,Punjab,1.7,64.3,31.551198,74.353414
El Sombrero Bowl,Restaurant/Cafe/Shop,Pass,29/10/2025,Address_382,38000,Punjab,2.4,70.6,31.465283,74.223708
El Sombrero Pepper,Restaurant/Cafe/Shop,Pass,24/01/2025,Address_383,54000,Punjab,1.1,58.9,31.57426,74.281153
The Red Pub,Restaurant/Cafe/Shop,Pass,23/04/2024,Address_384,54000,Punjab,3.4,79.6,31.470039,74.288578
Istanbul Blue,Restaurant/Cafe/Shop,Improvement Required,16/05/2024,Address_385,60000,Punjab,2.9,61.1,31.610309,74.307235
Shake Wrap,Restaurant/Cafe/Shop,Pass,27/11/2024,Address_386,38000,Punjab,2.7,73.3,31.4661,74.370842
Sindh Handi,Restaurant/Cafe/Shop,Pass,28/05/2024,Address_387,40100,Punjab,1.9,66.1,31.462968,74.39002
Bosphorus Bistro,Restaurant/Cafe/Shop,Pass,15/12/2025,Address_388,55150,Punjab,3.2,77.8,31.578841,74.21024
Oasis Kitchen,Restaurant/Cafe/Shop,Pass,06/10/2025,Address_389,60000,Punjab,2.6,72.4,31.515918,74.47798
Crispy Attack,Restaurant/Cafe/Shop,Pass,03/08/2025,Address_390,46000,Punjab,3.2,77.8,31.684621,74.280284
Osteria Italia,Restaurant/Cafe/Shop,Pass,30/01/2024,Address_391,55150,Punjab,4,85,31.62096,74.235391
Thames Dining,Restaurant/Cafe/Shop,Improvement Required,27/07/2025,Address_392,55150,Punjab,4.4,74.6,31.418559,74.393322
Cafe Junction,Restaurant/Cafe/Shop,Pass,03/09/2025,Address_393,60000,Punjab,4.3,87.7,31.631571,74.377746
Brunch & Leaves,Restaurant/Cafe/Shop,Pass,31/07/2024,Address_394,38000,Punjab,4.5,89.5,31.611399,74.380466
The Tea House,Restaurant/Cafe/Shop,Pass,22/12/2025,Address_395,54000,Punjab,3.6,81.4,31.539918,74.208831
Zaytoun Garden,Restaurant/Cafe/Shop,Pass,05/04/2025,Address_396,60000,Punjab,4.5,89.5,31.530567,74.290262
Gourmet Fries,Restaurant/Cafe/Shop,Pass,15/01/2024,Address_397,60000,Punjab,3.6,81.4,31.419783,74.379059
Gyro Mint,Restaurant/Cafe/Shop,Pass,30/08/2024,Address_398,55150,Punjab,3.5,80.5,31.524215,74.378628
Saffron Spices,Restaurant/Cafe/Shop,Pass,09/03/2024,Address_399,60000,Punjab,1.4,61.6,31.423863,74.245228
Tandoori Grill,Restaurant/Cafe/Shop,Pass,13/06/2024,Address_400,46000,Punjab,3.9,84.1,31.645859,74.23847
Sizzling Spot (1),Restaurant/Cafe/Shop,Pass,03/03/2025,Address_401,40100,Punjab,3.1,76.9,31.671481,74.40706
Shake Wrap (1),Restaurant/Cafe/Shop,Awaiting Inspection,13/04/2025,Address_402,40100,Punjab,1.5,45,31.614969,74.470303
Coffee Pastry,Restaurant/Cafe/Shop,Improvement Required,07/01/2025,Address_403,38000,Punjab,2.2,54.8,31.601751,74.439906
Crete Mint,Restaurant/Cafe/Shop,Improvement Required,07/02/2025,Address_404,55150,Punjab,1.1,44.9,31.451141,74.426472
The Fryer Fry,Restaurant/Cafe/Shop,Improvement Required,01/07/2024,Address_405,54000,Punjab,2.2,54.8,31.439997,74.229696
Napoli Luigi,Restaurant/Cafe/Shop,Pass,26/05/2025,Address_406,40100,Punjab,3.1,76.9,31.428071,74.242585
The Golden Head,Restaurant/Cafe/Shop,Pass,01/01/2024,Address_407,60000,Punjab,2.1,67.9,31.667395,74.36947
Zaytoun House,Restaurant/Cafe/Shop,Improvement Required,21/10/2025,Address_408,55150,Punjab,3.7,68.3,31.568325,74.363943
El Sombrero Fiesta,Restaurant/Cafe/Shop,Pass,24/09/2025,Address_409,40100,Punjab,1.5,62.5,31.451138,74.468893
Chinatown Hei,Restaurant/Cafe/Shop,Pass,25/10/2024,Address_410,60000,Punjab,3.8,83.2,31.621135,74.351978
Beans & Brew (1),Restaurant/Cafe/Shop,Pass,11/03/2024,Address_411,38000,Punjab,1.5,62.5,31.678303,74.241979
Prego Olive,Restaurant/Cafe/Shop,Pass,07/09/2025,Address_412,55150,Punjab,1.1,58.9,31.47708,74.424202
Tandoori Tikka,Restaurant/Cafe/Shop,Pass,20/05/2025,Address_413,55150,Punjab,4.4,88.6,31.504371,74.368554
Zaiqa Karahi,Restaurant/Cafe/Shop,Pass,27/09/2025,Address_414,38000,Punjab,4.1,85.9,31.485824,74.399043
Urban Espresso,Restaurant/Cafe/Shop,Pass,11/01/2025,Address_415,55150,Punjab,4.2,86.8,31.502566,74.46371
Cafe Cozy,Restaurant/Cafe/Shop,Awaiting Inspection,28/04/2025,Address_416,55150,Punjab,2.5,54,31.519514,74.378291
Florence Italiano,Restaurant/Cafe/Shop,Pass,19/09/2025,Address_417,46000,Punjab,1,58,31.40387,74.233527
Dim Sum Lee,Restaurant/Cafe/Shop,Pass,30/03/2025,Address_418,40100,Punjab,4,85,31.612798,74.474614
Amore Pasta,Restaurant/Cafe/Shop,Awaiting Inspection,11/06/2024,Address_419,54000,Punjab,1.5,45,31.613265,74.296627
